params: /var/spool/slurmd/job30981028/slurm_script, params_512.txt, 
Setting MPI environment
Reading parameters:
	 rhs_function=2
	 nx=512
	 ny=512
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
	 domain_decomposition=2
	 communication=2
I am rank 0 and my domain is: xmin, xmax, ymin, ymax: 0 512 0 512
I am rank 0, my neighbours are: left: -1, right: -1, bottom: -1, top: -1
I am writing output_source
Step 1, Diff=0.0078125
Step 832, Diff=4.29806e-05
Step 833, Diff=4.29406e-05
Step 834, Diff=4.29007e-05
Step 835, Diff=4.28609e-05
Step 836, Diff=4.28211e-05
Step 837, Diff=4.27815e-05
Step 838, Diff=4.27419e-05
Step 839, Diff=4.27024e-05
Step 840, Diff=4.2663e-05
Step 841, Diff=4.26237e-05
Step 842, Diff=4.25845e-05
Step 843, Diff=4.25453e-05
Step 844, Diff=4.25063e-05
Step 845, Diff=4.24673e-05
Step 846, Diff=4.24284e-05
Step 847, Diff=4.23895e-05
Step 848, Diff=4.23508e-05
Step 849, Diff=4.23121e-05
Step 850, Diff=4.22735e-05
Step 851, Diff=4.2235e-05
Step 852, Diff=4.21966e-05
Step 853, Diff=4.21582e-05
Step 854, Diff=4.212e-05
Step 855, Diff=4.20818e-05
Step 856, Diff=4.20437e-05
Step 857, Diff=4.20056e-05
Step 858, Diff=4.19677e-05
Step 859, Diff=4.19298e-05
Step 860, Diff=4.1892e-05
Step 861, Diff=4.18543e-05
Step 862, Diff=4.18166e-05
Step 863, Diff=4.1779e-05
Step 864, Diff=4.17415e-05
Step 865, Diff=4.17041e-05
Step 866, Diff=4.16668e-05
Step 867, Diff=4.16295e-05
Step 868, Diff=4.15923e-05
Step 869, Diff=4.15552e-05
Step 870, Diff=4.15182e-05
Step 871, Diff=4.14812e-05
Step 872, Diff=4.14443e-05
Step 873, Diff=4.14075e-05
Step 874, Diff=4.13707e-05
Step 875, Diff=4.13341e-05
Step 876, Diff=4.12975e-05
Step 877, Diff=4.12609e-05
Step 878, Diff=4.12245e-05
Step 879, Diff=4.11881e-05
Step 880, Diff=4.11518e-05
Step 881, Diff=4.11156e-05
Step 882, Diff=4.10794e-05
Step 883, Diff=4.10433e-05
Step 884, Diff=4.10073e-05
Step 885, Diff=4.09714e-05
Step 886, Diff=4.09355e-05
Step 887, Diff=4.08997e-05
Step 888, Diff=4.08639e-05
Step 889, Diff=4.08283e-05
Step 890, Diff=4.07927e-05
Step 891, Diff=4.07572e-05
Step 892, Diff=4.07217e-05
Step 893, Diff=4.06863e-05
Step 894, Diff=4.0651e-05
Step 895, Diff=4.06158e-05
Step 896, Diff=4.05806e-05
Step 897, Diff=4.05455e-05
Step 898, Diff=4.05105e-05
Step 899, Diff=4.04755e-05
Step 900, Diff=4.04406e-05
Step 901, Diff=4.04058e-05
Step 902, Diff=4.0371e-05
Step 903, Diff=4.03363e-05
Step 904, Diff=4.03017e-05
Step 905, Diff=4.02671e-05
Step 906, Diff=4.02326e-05
Step 907, Diff=4.01982e-05
Step 908, Diff=4.01639e-05
Step 909, Diff=4.01296e-05
Step 910, Diff=4.00953e-05
Step 911, Diff=4.00612e-05
Step 912, Diff=4.00271e-05
Step 913, Diff=3.99931e-05
Step 914, Diff=3.99591e-05
Step 915, Diff=3.99252e-05
Step 916, Diff=3.98914e-05
Step 917, Diff=3.98576e-05
Step 918, Diff=3.98239e-05
Step 919, Diff=3.97902e-05
Step 920, Diff=3.97567e-05
Step 921, Diff=3.97232e-05
Step 922, Diff=3.96897e-05
Step 923, Diff=3.96563e-05
Step 924, Diff=3.9623e-05
Step 925, Diff=3.95898e-05
Step 926, Diff=3.95566e-05
Step 927, Diff=3.95234e-05
Step 928, Diff=3.94904e-05
Step 929, Diff=3.94574e-05
Step 930, Diff=3.94244e-05
Step 931, Diff=3.93915e-05
Step 932, Diff=3.93587e-05
Step 933, Diff=3.9326e-05
Step 934, Diff=3.92933e-05
Step 935, Diff=3.92606e-05
Step 936, Diff=3.92281e-05
Step 937, Diff=3.91955e-05
Step 938, Diff=3.91631e-05
Step 939, Diff=3.91307e-05
Step 940, Diff=3.90984e-05
Step 941, Diff=3.90661e-05
Step 942, Diff=3.90339e-05
Step 943, Diff=3.90017e-05
Step 944, Diff=3.89697e-05
Step 945, Diff=3.89376e-05
Step 946, Diff=3.89057e-05
Step 947, Diff=3.88738e-05
Step 948, Diff=3.88419e-05
Step 949, Diff=3.88101e-05
Step 950, Diff=3.87784e-05
Step 951, Diff=3.87467e-05
Step 952, Diff=3.87151e-05
Step 953, Diff=3.86835e-05
Step 954, Diff=3.8652e-05
Step 955, Diff=3.86206e-05
Step 956, Diff=3.85892e-05
Step 957, Diff=3.85579e-05
Step 958, Diff=3.85266e-05
Step 959, Diff=3.84954e-05
Step 960, Diff=3.84642e-05
Step 961, Diff=3.84332e-05
Step 962, Diff=3.84021e-05
Step 963, Diff=3.83711e-05
Step 964, Diff=3.83402e-05
Step 965, Diff=3.83093e-05
Step 966, Diff=3.82785e-05
Step 967, Diff=3.82478e-05
Step 968, Diff=3.82171e-05
Step 969, Diff=3.81864e-05
Step 970, Diff=3.81558e-05
Step 971, Diff=3.81253e-05
Step 972, Diff=3.80948e-05
Step 973, Diff=3.80644e-05
Step 974, Diff=3.8034e-05
Step 975, Diff=3.80037e-05
Step 976, Diff=3.79734e-05
Step 977, Diff=3.79432e-05
Step 978, Diff=3.79131e-05
Step 979, Diff=3.7883e-05
Step 980, Diff=3.78529e-05
Step 981, Diff=3.78229e-05
Step 982, Diff=3.7793e-05
Step 983, Diff=3.77631e-05
Step 984, Diff=3.77333e-05
Step 985, Diff=3.77035e-05
Step 986, Diff=3.76738e-05
Step 987, Diff=3.76441e-05
Step 988, Diff=3.76145e-05
Step 989, Diff=3.75849e-05
Step 990, Diff=3.75554e-05
Step 991, Diff=3.7526e-05
Step 992, Diff=3.74966e-05
Step 993, Diff=3.74672e-05
Step 994, Diff=3.74379e-05
Step 995, Diff=3.74086e-05
Step 996, Diff=3.73794e-05
Step 997, Diff=3.73503e-05
Step 998, Diff=3.73212e-05
Step 999, Diff=3.72922e-05
Step 1000, Diff=3.72632e-05
Step 1001, Diff=3.72342e-05
Step 1002, Diff=3.72053e-05
Step 1003, Diff=3.71765e-05
Step 1004, Diff=3.71477e-05
Step 1005, Diff=3.71189e-05
Step 1006, Diff=3.70902e-05
Step 1007, Diff=3.70616e-05
Step 1008, Diff=3.7033e-05
Step 1009, Diff=3.70045e-05
Step 1010, Diff=3.6976e-05
Step 1011, Diff=3.69475e-05
Step 1012, Diff=3.69191e-05
Step 1013, Diff=3.68908e-05
Step 1014, Diff=3.68625e-05
Step 1015, Diff=3.68343e-05
Step 1016, Diff=3.68061e-05
Step 1017, Diff=3.67779e-05
Step 1018, Diff=3.67498e-05
Step 1019, Diff=3.67218e-05
Step 1020, Diff=3.66938e-05
Step 1021, Diff=3.66658e-05
Step 1022, Diff=3.66379e-05
Step 1023, Diff=3.661e-05
Step 1024, Diff=3.65822e-05
Step 1025, Diff=3.65545e-05
Step 1026, Diff=3.65268e-05
Step 1027, Diff=3.64991e-05
Step 1028, Diff=3.64715e-05
Step 1029, Diff=3.64439e-05
Step 1030, Diff=3.64164e-05
Step 1031, Diff=3.63889e-05
Step 1032, Diff=3.63615e-05
Step 1033, Diff=3.63341e-05
Step 1034, Diff=3.63067e-05
Step 1035, Diff=3.62794e-05
Step 1036, Diff=3.62522e-05
Step 1037, Diff=3.6225e-05
Step 1038, Diff=3.61978e-05
Step 1039, Diff=3.61707e-05
Step 1040, Diff=3.61437e-05
Step 1041, Diff=3.61166e-05
Step 1042, Diff=3.60897e-05
Step 1043, Diff=3.60628e-05
Step 1044, Diff=3.60359e-05
Step 1045, Diff=3.6009e-05
Step 1046, Diff=3.59822e-05
Step 1047, Diff=3.59555e-05
Step 1048, Diff=3.59288e-05
Step 1049, Diff=3.59021e-05
Step 1050, Diff=3.58755e-05
Step 1051, Diff=3.5849e-05
Step 1052, Diff=3.58224e-05
Step 1053, Diff=3.5796e-05
Step 1054, Diff=3.57695e-05
Step 1055, Diff=3.57431e-05
Step 1056, Diff=3.57168e-05
Step 1057, Diff=3.56905e-05
Step 1058, Diff=3.56642e-05
Step 1059, Diff=3.5638e-05
Step 1060, Diff=3.56119e-05
Step 1061, Diff=3.55857e-05
Step 1062, Diff=3.55596e-05
Step 1063, Diff=3.55336e-05
Step 1064, Diff=3.55076e-05
Step 1065, Diff=3.54817e-05
Step 1066, Diff=3.54557e-05
Step 1067, Diff=3.54299e-05
Step 1068, Diff=3.5404e-05
Step 1069, Diff=3.53783e-05
Step 1070, Diff=3.53525e-05
Step 1071, Diff=3.53268e-05
Step 1072, Diff=3.53012e-05
Step 1073, Diff=3.52755e-05
Step 1074, Diff=3.525e-05
Step 1075, Diff=3.52244e-05
Step 1076, Diff=3.5199e-05
Step 1077, Diff=3.51735e-05
Step 1078, Diff=3.51481e-05
Step 1079, Diff=3.51227e-05
Step 1080, Diff=3.50974e-05
Step 1081, Diff=3.50721e-05
Step 1082, Diff=3.50469e-05
Step 1083, Diff=3.50217e-05
Step 1084, Diff=3.49965e-05
Step 1085, Diff=3.49714e-05
Step 1086, Diff=3.49463e-05
Step 1087, Diff=3.49213e-05
Step 1088, Diff=3.48963e-05
Step 1089, Diff=3.48713e-05
Step 1090, Diff=3.48464e-05
Step 1091, Diff=3.48215e-05
Step 1092, Diff=3.47967e-05
Step 1093, Diff=3.47719e-05
Step 1094, Diff=3.47471e-05
Step 1095, Diff=3.47224e-05
Step 1096, Diff=3.46978e-05
Step 1097, Diff=3.46731e-05
Step 1098, Diff=3.46485e-05
Step 1099, Diff=3.4624e-05
Step 1100, Diff=3.45994e-05
Step 1101, Diff=3.4575e-05
Step 1102, Diff=3.45505e-05
Step 1103, Diff=3.45261e-05
Step 1104, Diff=3.45018e-05
Step 1105, Diff=3.44774e-05
Step 1106, Diff=3.44531e-05
Step 1107, Diff=3.44289e-05
Step 1108, Diff=3.44047e-05
Step 1109, Diff=3.43805e-05
Step 1110, Diff=3.43564e-05
Step 1111, Diff=3.43323e-05
Step 1112, Diff=3.43082e-05
Step 1113, Diff=3.42842e-05
Step 1114, Diff=3.42602e-05
Step 1115, Diff=3.42363e-05
Step 1116, Diff=3.42124e-05
Step 1117, Diff=3.41885e-05
Step 1118, Diff=3.41647e-05
Step 1119, Diff=3.41409e-05
Step 1120, Diff=3.41171e-05
Step 1121, Diff=3.40934e-05
Step 1122, Diff=3.40697e-05
Step 1123, Diff=3.40461e-05
Step 1124, Diff=3.40225e-05
Step 1125, Diff=3.39989e-05
Step 1126, Diff=3.39754e-05
Step 1127, Diff=3.39519e-05
Step 1128, Diff=3.39284e-05
Step 1129, Diff=3.3905e-05
Step 1130, Diff=3.38816e-05
Step 1131, Diff=3.38583e-05
Step 1132, Diff=3.3835e-05
Step 1133, Diff=3.38117e-05
Step 1134, Diff=3.37884e-05
Step 1135, Diff=3.37652e-05
Step 1136, Diff=3.37421e-05
Step 1137, Diff=3.37189e-05
Step 1138, Diff=3.36958e-05
Step 1139, Diff=3.36728e-05
Step 1140, Diff=3.36498e-05
Step 1141, Diff=3.36268e-05
Step 1142, Diff=3.36038e-05
Step 1143, Diff=3.35809e-05
Step 1144, Diff=3.3558e-05
Step 1145, Diff=3.35352e-05
Step 1146, Diff=3.35123e-05
Step 1147, Diff=3.34896e-05
Step 1148, Diff=3.34668e-05
Step 1149, Diff=3.34441e-05
Step 1150, Diff=3.34214e-05
Step 1151, Diff=3.33988e-05
Step 1152, Diff=3.33762e-05
Step 1153, Diff=3.33536e-05
Step 1154, Diff=3.33311e-05
Step 1155, Diff=3.33086e-05
Step 1156, Diff=3.32861e-05
Step 1157, Diff=3.32637e-05
Step 1158, Diff=3.32413e-05
Step 1159, Diff=3.32189e-05
Step 1160, Diff=3.31966e-05
Step 1161, Diff=3.31743e-05
Step 1162, Diff=3.3152e-05
Step 1163, Diff=3.31298e-05
Step 1164, Diff=3.31076e-05
Step 1165, Diff=3.30854e-05
Step 1166, Diff=3.30633e-05
Step 1167, Diff=3.30412e-05
Step 1168, Diff=3.30191e-05
Step 1169, Diff=3.29971e-05
Step 1170, Diff=3.29751e-05
Step 1171, Diff=3.29531e-05
Step 1172, Diff=3.29312e-05
Step 1173, Diff=3.29093e-05
Step 1174, Diff=3.28874e-05
Step 1175, Diff=3.28656e-05
Step 1176, Diff=3.28438e-05
Step 1177, Diff=3.2822e-05
Step 1178, Diff=3.28003e-05
Step 1179, Diff=3.27786e-05
Step 1180, Diff=3.27569e-05
Step 1181, Diff=3.27353e-05
Step 1182, Diff=3.27137e-05
Step 1183, Diff=3.26921e-05
Step 1184, Diff=3.26706e-05
Step 1185, Diff=3.2649e-05
Step 1186, Diff=3.26276e-05
Step 1187, Diff=3.26061e-05
Step 1188, Diff=3.25847e-05
Step 1189, Diff=3.25633e-05
Step 1190, Diff=3.2542e-05
Step 1191, Diff=3.25207e-05
Step 1192, Diff=3.24994e-05
Step 1193, Diff=3.24781e-05
Step 1194, Diff=3.24569e-05
Step 1195, Diff=3.24357e-05
Step 1196, Diff=3.24145e-05
Step 1197, Diff=3.23934e-05
Step 1198, Diff=3.23723e-05
Step 1199, Diff=3.23512e-05
Step 1200, Diff=3.23302e-05
Step 1201, Diff=3.23092e-05
Step 1202, Diff=3.22882e-05
Step 1203, Diff=3.22672e-05
Step 1204, Diff=3.22463e-05
Step 1205, Diff=3.22254e-05
Step 1206, Diff=3.22046e-05
Step 1207, Diff=3.21838e-05
Step 1208, Diff=3.2163e-05
Step 1209, Diff=3.21422e-05
Step 1210, Diff=3.21215e-05
Step 1211, Diff=3.21008e-05
Step 1212, Diff=3.20801e-05
Step 1213, Diff=3.20594e-05
Step 1214, Diff=3.20388e-05
Step 1215, Diff=3.20182e-05
Step 1216, Diff=3.19977e-05
Step 1217, Diff=3.19772e-05
Step 1218, Diff=3.19567e-05
Step 1219, Diff=3.19362e-05
Step 1220, Diff=3.19158e-05
Step 1221, Diff=3.18954e-05
Step 1222, Diff=3.1875e-05
Step 1223, Diff=3.18546e-05
Step 1224, Diff=3.18343e-05
Step 1225, Diff=3.1814e-05
Step 1226, Diff=3.17938e-05
Step 1227, Diff=3.17735e-05
Step 1228, Diff=3.17533e-05
Step 1229, Diff=3.17332e-05
Step 1230, Diff=3.1713e-05
Step 1231, Diff=3.16929e-05
Step 1232, Diff=3.16728e-05
Step 1233, Diff=3.16528e-05
Step 1234, Diff=3.16327e-05
Step 1235, Diff=3.16127e-05
Step 1236, Diff=3.15927e-05
Step 1237, Diff=3.15728e-05
Step 1238, Diff=3.15529e-05
Step 1239, Diff=3.1533e-05
Step 1240, Diff=3.15131e-05
Step 1241, Diff=3.14933e-05
Step 1242, Diff=3.14735e-05
Step 1243, Diff=3.14537e-05
Step 1244, Diff=3.1434e-05
Step 1245, Diff=3.14143e-05
Step 1246, Diff=3.13946e-05
Step 1247, Diff=3.13749e-05
Step 1248, Diff=3.13553e-05
Step 1249, Diff=3.13357e-05
Step 1250, Diff=3.13161e-05
Step 1251, Diff=3.12965e-05
Step 1252, Diff=3.1277e-05
Step 1253, Diff=3.12575e-05
Step 1254, Diff=3.1238e-05
Step 1255, Diff=3.12186e-05
Step 1256, Diff=3.11992e-05
Step 1257, Diff=3.11798e-05
Step 1258, Diff=3.11604e-05
Step 1259, Diff=3.11411e-05
Step 1260, Diff=3.11218e-05
Step 1261, Diff=3.11025e-05
Step 1262, Diff=3.10832e-05
Step 1263, Diff=3.1064e-05
Step 1264, Diff=3.10448e-05
Step 1265, Diff=3.10256e-05
Step 1266, Diff=3.10065e-05
Step 1267, Diff=3.09874e-05
Step 1268, Diff=3.09683e-05
Step 1269, Diff=3.09492e-05
Step 1270, Diff=3.09302e-05
Step 1271, Diff=3.09111e-05
Step 1272, Diff=3.08922e-05
Step 1273, Diff=3.08732e-05
Step 1274, Diff=3.08543e-05
Step 1275, Diff=3.08353e-05
Step 1276, Diff=3.08165e-05
Step 1277, Diff=3.07976e-05
Step 1278, Diff=3.07788e-05
Step 1279, Diff=3.076e-05
Step 1280, Diff=3.07412e-05
Step 1281, Diff=3.07224e-05
Step 1282, Diff=3.07037e-05
Step 1283, Diff=3.0685e-05
Step 1284, Diff=3.06663e-05
Step 1285, Diff=3.06477e-05
Step 1286, Diff=3.0629e-05
Step 1287, Diff=3.06104e-05
Step 1288, Diff=3.05919e-05
Step 1289, Diff=3.05733e-05
Step 1290, Diff=3.05548e-05
Step 1291, Diff=3.05363e-05
Step 1292, Diff=3.05178e-05
Step 1293, Diff=3.04994e-05
Step 1294, Diff=3.04809e-05
Step 1295, Diff=3.04625e-05
Step 1296, Diff=3.04442e-05
Step 1297, Diff=3.04258e-05
Step 1298, Diff=3.04075e-05
Step 1299, Diff=3.03892e-05
Step 1300, Diff=3.03709e-05
Step 1301, Diff=3.03527e-05
Step 1302, Diff=3.03344e-05
Step 1303, Diff=3.03162e-05
Step 1304, Diff=3.02981e-05
Step 1305, Diff=3.02799e-05
Step 1306, Diff=3.02618e-05
Step 1307, Diff=3.02437e-05
Step 1308, Diff=3.02256e-05
Step 1309, Diff=3.02075e-05
Step 1310, Diff=3.01895e-05
Step 1311, Diff=3.01715e-05
Step 1312, Diff=3.01535e-05
Step 1313, Diff=3.01356e-05
Step 1314, Diff=3.01176e-05
Step 1315, Diff=3.00997e-05
Step 1316, Diff=3.00818e-05
Step 1317, Diff=3.0064e-05
Step 1318, Diff=3.00461e-05
Step 1319, Diff=3.00283e-05
Step 1320, Diff=3.00105e-05
Step 1321, Diff=2.99928e-05
Step 1322, Diff=2.9975e-05
Step 1323, Diff=2.99573e-05
Step 1324, Diff=2.99396e-05
Step 1325, Diff=2.99219e-05
Step 1326, Diff=2.99043e-05
Step 1327, Diff=2.98866e-05
Step 1328, Diff=2.9869e-05
Step 1329, Diff=2.98515e-05
Step 1330, Diff=2.98339e-05
Step 1331, Diff=2.98164e-05
Step 1332, Diff=2.97989e-05
Step 1333, Diff=2.97814e-05
Step 1334, Diff=2.97639e-05
Step 1335, Diff=2.97465e-05
Step 1336, Diff=2.97291e-05
Step 1337, Diff=2.97117e-05
Step 1338, Diff=2.96943e-05
Step 1339, Diff=2.96769e-05
Step 1340, Diff=2.96596e-05
Step 1341, Diff=2.96423e-05
Step 1342, Diff=2.9625e-05
Step 1343, Diff=2.96078e-05
Step 1344, Diff=2.95905e-05
Step 1345, Diff=2.95733e-05
Step 1346, Diff=2.95561e-05
Step 1347, Diff=2.9539e-05
Step 1348, Diff=2.95218e-05
Step 1349, Diff=2.95047e-05
Step 1350, Diff=2.94876e-05
Step 1351, Diff=2.94705e-05
Step 1352, Diff=2.94535e-05
Step 1353, Diff=2.94364e-05
Step 1354, Diff=2.94194e-05
Step 1355, Diff=2.94024e-05
Step 1356, Diff=2.93855e-05
Step 1357, Diff=2.93685e-05
Step 1358, Diff=2.93516e-05
Step 1359, Diff=2.93347e-05
Step 1360, Diff=2.93178e-05
Step 1361, Diff=2.93009e-05
Step 1362, Diff=2.92841e-05
Step 1363, Diff=2.92673e-05
Step 1364, Diff=2.92505e-05
Step 1365, Diff=2.92337e-05
Step 1366, Diff=2.9217e-05
Step 1367, Diff=2.92002e-05
Step 1368, Diff=2.91835e-05
Step 1369, Diff=2.91669e-05
Step 1370, Diff=2.91502e-05
Step 1371, Diff=2.91335e-05
Step 1372, Diff=2.91169e-05
Step 1373, Diff=2.91003e-05
Step 1374, Diff=2.90837e-05
Step 1375, Diff=2.90672e-05
Step 1376, Diff=2.90507e-05
Step 1377, Diff=2.90341e-05
Step 1378, Diff=2.90176e-05
Step 1379, Diff=2.90012e-05
Step 1380, Diff=2.89847e-05
Step 1381, Diff=2.89683e-05
Step 1382, Diff=2.89519e-05
Step 1383, Diff=2.89355e-05
Step 1384, Diff=2.89191e-05
Step 1385, Diff=2.89028e-05
Step 1386, Diff=2.88864e-05
Step 1387, Diff=2.88701e-05
Step 1388, Diff=2.88538e-05
Step 1389, Diff=2.88376e-05
Step 1390, Diff=2.88213e-05
Step 1391, Diff=2.88051e-05
Step 1392, Diff=2.87889e-05
Step 1393, Diff=2.87727e-05
Step 1394, Diff=2.87566e-05
Step 1395, Diff=2.87404e-05
Step 1396, Diff=2.87243e-05
Step 1397, Diff=2.87082e-05
Step 1398, Diff=2.86921e-05
Step 1399, Diff=2.86761e-05
Step 1400, Diff=2.866e-05
Step 1401, Diff=2.8644e-05
Step 1402, Diff=2.8628e-05
Step 1403, Diff=2.8612e-05
Step 1404, Diff=2.85961e-05
Step 1405, Diff=2.85801e-05
Step 1406, Diff=2.85642e-05
Step 1407, Diff=2.85483e-05
Step 1408, Diff=2.85324e-05
Step 1409, Diff=2.85166e-05
Step 1410, Diff=2.85007e-05
Step 1411, Diff=2.84849e-05
Step 1412, Diff=2.84691e-05
Step 1413, Diff=2.84533e-05
Step 1414, Diff=2.84375e-05
Step 1415, Diff=2.84218e-05
Step 1416, Diff=2.84061e-05
Step 1417, Diff=2.83904e-05
Step 1418, Diff=2.83747e-05
Step 1419, Diff=2.8359e-05
Step 1420, Diff=2.83434e-05
Step 1421, Diff=2.83278e-05
Step 1422, Diff=2.83121e-05
Step 1423, Diff=2.82966e-05
Step 1424, Diff=2.8281e-05
Step 1425, Diff=2.82654e-05
Step 1426, Diff=2.82499e-05
Step 1427, Diff=2.82344e-05
Step 1428, Diff=2.82189e-05
Step 1429, Diff=2.82034e-05
Step 1430, Diff=2.8188e-05
Step 1431, Diff=2.81726e-05
Step 1432, Diff=2.81571e-05
Step 1433, Diff=2.81417e-05
Step 1434, Diff=2.81264e-05
Step 1435, Diff=2.8111e-05
Step 1436, Diff=2.80957e-05
Step 1437, Diff=2.80803e-05
Step 1438, Diff=2.8065e-05
Step 1439, Diff=2.80498e-05
Step 1440, Diff=2.80345e-05
Step 1441, Diff=2.80192e-05
Step 1442, Diff=2.8004e-05
Step 1443, Diff=2.79888e-05
Step 1444, Diff=2.79736e-05
Step 1445, Diff=2.79584e-05
Step 1446, Diff=2.79433e-05
Step 1447, Diff=2.79282e-05
Step 1448, Diff=2.7913e-05
Step 1449, Diff=2.78979e-05
Step 1450, Diff=2.78829e-05
Step 1451, Diff=2.78678e-05
Step 1452, Diff=2.78528e-05
Step 1453, Diff=2.78377e-05
Step 1454, Diff=2.78227e-05
Step 1455, Diff=2.78077e-05
Step 1456, Diff=2.77928e-05
Step 1457, Diff=2.77778e-05
Step 1458, Diff=2.77629e-05
Step 1459, Diff=2.7748e-05
Step 1460, Diff=2.77331e-05
Step 1461, Diff=2.77182e-05
Step 1462, Diff=2.77033e-05
Step 1463, Diff=2.76885e-05
Step 1464, Diff=2.76736e-05
Step 1465, Diff=2.76588e-05
Step 1466, Diff=2.7644e-05
Step 1467, Diff=2.76293e-05
Step 1468, Diff=2.76145e-05
Step 1469, Diff=2.75998e-05
Step 1470, Diff=2.75851e-05
Step 1471, Diff=2.75704e-05
Step 1472, Diff=2.75557e-05
Step 1473, Diff=2.7541e-05
Step 1474, Diff=2.75263e-05
Step 1475, Diff=2.75117e-05
Step 1476, Diff=2.74971e-05
Step 1477, Diff=2.74825e-05
Step 1478, Diff=2.74679e-05
Step 1479, Diff=2.74534e-05
Step 1480, Diff=2.74388e-05
Step 1481, Diff=2.74243e-05
Step 1482, Diff=2.74098e-05
Step 1483, Diff=2.73953e-05
Step 1484, Diff=2.73808e-05
Step 1485, Diff=2.73663e-05
Step 1486, Diff=2.73519e-05
Step 1487, Diff=2.73375e-05
Step 1488, Diff=2.73231e-05
Step 1489, Diff=2.73087e-05
Step 1490, Diff=2.72943e-05
Step 1491, Diff=2.72799e-05
Step 1492, Diff=2.72656e-05
Step 1493, Diff=2.72513e-05
Step 1494, Diff=2.7237e-05
Step 1495, Diff=2.72227e-05
Step 1496, Diff=2.72084e-05
Step 1497, Diff=2.71941e-05
Step 1498, Diff=2.71799e-05
Step 1499, Diff=2.71657e-05
Step 1500, Diff=2.71515e-05
Step 1501, Diff=2.71373e-05
Step 1502, Diff=2.71231e-05
Step 1503, Diff=2.7109e-05
Step 1504, Diff=2.70948e-05
Step 1505, Diff=2.70807e-05
Step 1506, Diff=2.70666e-05
Step 1507, Diff=2.70525e-05
Step 1508, Diff=2.70384e-05
Step 1509, Diff=2.70244e-05
Step 1510, Diff=2.70103e-05
Step 1511, Diff=2.69963e-05
Step 1512, Diff=2.69823e-05
Step 1513, Diff=2.69683e-05
Step 1514, Diff=2.69543e-05
Step 1515, Diff=2.69404e-05
Step 1516, Diff=2.69264e-05
Step 1517, Diff=2.69125e-05
Step 1518, Diff=2.68986e-05
Step 1519, Diff=2.68847e-05
Step 1520, Diff=2.68708e-05
Step 1521, Diff=2.68569e-05
Step 1522, Diff=2.68431e-05
Step 1523, Diff=2.68293e-05
Step 1524, Diff=2.68154e-05
Step 1525, Diff=2.68016e-05
Step 1526, Diff=2.67879e-05
Step 1527, Diff=2.67741e-05
Step 1528, Diff=2.67603e-05
Step 1529, Diff=2.67466e-05
Step 1530, Diff=2.67329e-05
Step 1531, Diff=2.67192e-05
Step 1532, Diff=2.67055e-05
Step 1533, Diff=2.66918e-05
Step 1534, Diff=2.66782e-05
Step 1535, Diff=2.66645e-05
Step 1536, Diff=2.66509e-05
Step 1537, Diff=2.66373e-05
Step 1538, Diff=2.66237e-05
Step 1539, Diff=2.66101e-05
Step 1540, Diff=2.65965e-05
Step 1541, Diff=2.6583e-05
Step 1542, Diff=2.65695e-05
Step 1543, Diff=2.65559e-05
Step 1544, Diff=2.65424e-05
Step 1545, Diff=2.6529e-05
Step 1546, Diff=2.65155e-05
Step 1547, Diff=2.6502e-05
Step 1548, Diff=2.64886e-05
Step 1549, Diff=2.64752e-05
Step 1550, Diff=2.64618e-05
Step 1551, Diff=2.64484e-05
Step 1552, Diff=2.6435e-05
Step 1553, Diff=2.64216e-05
Step 1554, Diff=2.64083e-05
Step 1555, Diff=2.63949e-05
Step 1556, Diff=2.63816e-05
Step 1557, Diff=2.63683e-05
Step 1558, Diff=2.6355e-05
Step 1559, Diff=2.63418e-05
Step 1560, Diff=2.63285e-05
Step 1561, Diff=2.63152e-05
Step 1562, Diff=2.6302e-05
Step 1563, Diff=2.62888e-05
Step 1564, Diff=2.62756e-05
Step 1565, Diff=2.62624e-05
Step 1566, Diff=2.62493e-05
Step 1567, Diff=2.62361e-05
Step 1568, Diff=2.6223e-05
Step 1569, Diff=2.62098e-05
Step 1570, Diff=2.61967e-05
Step 1571, Diff=2.61836e-05
Step 1572, Diff=2.61705e-05
Step 1573, Diff=2.61575e-05
Step 1574, Diff=2.61444e-05
Step 1575, Diff=2.61314e-05
Step 1576, Diff=2.61184e-05
Step 1577, Diff=2.61054e-05
Step 1578, Diff=2.60924e-05
Step 1579, Diff=2.60794e-05
Step 1580, Diff=2.60664e-05
Step 1581, Diff=2.60535e-05
Step 1582, Diff=2.60405e-05
Step 1583, Diff=2.60276e-05
Step 1584, Diff=2.60147e-05
Step 1585, Diff=2.60018e-05
Step 1586, Diff=2.59889e-05
Step 1587, Diff=2.59761e-05
Step 1588, Diff=2.59632e-05
Step 1589, Diff=2.59504e-05
Step 1590, Diff=2.59376e-05
Step 1591, Diff=2.59248e-05
Step 1592, Diff=2.5912e-05
Step 1593, Diff=2.58992e-05
Step 1594, Diff=2.58864e-05
Step 1595, Diff=2.58737e-05
Step 1596, Diff=2.58609e-05
Step 1597, Diff=2.58482e-05
Step 1598, Diff=2.58355e-05
Step 1599, Diff=2.58228e-05
Step 1600, Diff=2.58101e-05
Step 1601, Diff=2.57975e-05
Step 1602, Diff=2.57848e-05
Step 1603, Diff=2.57722e-05
Step 1604, Diff=2.57595e-05
Step 1605, Diff=2.57469e-05
Step 1606, Diff=2.57343e-05
